100000,4.370607
100000,2.80305
100000,3.748405
100000,4.492825
100000,8.86391
100000,6.410806
100000,6.984049000000001
100000,4.171257
100000,4.688311000000001
100000,3.893271
10000,0.362409
10000,0.267031
10000,0.270474
10000,0.236044
10000,0.352549
10000,0.278872
10000,0.295821
10000,0.518126
10000,0.208113
10000,0.44138499999999997
1000,0.018721
1000,0.020284999999999997
1000,0.012381999999999997
1000,0.017435000000000006
1000,0.019989000000000007
1000,0.022554000000000005
1000,0.03196
1000,0.01895100000000001
1000,0.012421000000000001
1000,0.02298
500000,36.860063000000004
500000,20.791703000000002
500000,15.693431
500000,36.511540000000004
500000,17.247168000000002
500000,32.465854
500000,18.989247000000002
500000,30.771897
500000,28.568113999999998
500000,51.41066
50000,1.799343
50000,2.7382239999999998
50000,0.966757
50000,1.602491
50000,1.071584
50000,1.413336
50000,2.959679
50000,1.6656469999999999
50000,3.4508550000000002
50000,2.041054
5000,0.09300300000000002
5000,0.07703299999999999
5000,0.11239600000000001
5000,0.13740000000000002
5000,0.06740399999999999
5000,0.125842
5000,0.150643
5000,0.10637700000000001
5000,0.118209
5000,0.16742400000000002
